#Supplementary Table 2 Summary of protein targets measured using the Olink Explore HT platform,,,,,,,,,,,,,,,,,,,,,,,,,,,
#sd - standard deviation; cv - coefficient of variation; p.dip - p-value of a dip test for multi-modal distribution: cis.pQTL - whehter or not a cis-pQTL was identified; med.pred = median (and 25th and 75th percentil) value of predicted correlation coefficient across all protein groups measued; Seer ID - best correlating Seer protein group; spear.seer = associated Spearman correlation coefficient; SomaLogic ID = best correlating aptamer ID; spear.soma = associated Spearman correlation coefficient
#
Olink ID,OlinkID_vendor,Assay,UniProt,Block,missing.per.olink,below.lod.per.olink,cv.olink,mean.cv.olink,sd.cv.olink,n.olink,mean.l2.olink,sd.l2.olink,median.l2.olink,min.l2.olink,max.l2.olink,faction.outlier.olink,p.dip.olink,cis.pQTL.olink,cis.pav.olink,med.pred,p25.pred,p75.pred,Seer ID,spear.seer,SomaLogic ID,spear.soma,correlation.cluster
RUSC1_41758,OID41758,RUSC1,Q9BVN2,2,0.14,84.11,225.97,-0.14,2.07,22.00,-0.26,2.64,-0.01,-6.55,8.06,0.00,0.00,FALSE,FALSE,0.02,0.02,0.02,,,,,
RUVBL1_43038,OID43038,RUVBL1,Q9Y265,3,0.00,35.21,19.43,-3.26,0.28,22.00,-2.32,1.41,-2.59,-5.26,5.34,0.01,0.99,FALSE,FALSE,0.14,0.13,0.15,prot.6112,-0.02,seq.12365.108,-0.02,
RWDD1_44903,OID44903,RWDD1,Q9H446,5,0.07,0.00,12.07,1.50,0.17,22.00,1.84,0.52,1.81,-0.19,5.42,0.00,1.00,TRUE,FALSE,0.68,0.67,0.69,prot.5468,0.57,seq.21323.2,0.80,4
RWDD3_41759,OID41759,RWDD3,Q9Y3V2,2,0.14,63.34,39.76,-1.38,0.82,22.00,-1.52,1.61,-1.73,-10.18,7.17,0.00,0.99,FALSE,FALSE,0.03,0.03,0.03,,,seq.25859.42,0.00,
RYBP_43039,OID43039,RYBP,Q8N488,3,0.00,86.29,35.45,0.14,0.42,22.00,0.15,0.62,0.07,-1.65,7.19,0.02,0.99,FALSE,FALSE,0.04,0.04,0.05,,,seq.20969.114,0.02,
RYK_41760,OID41760,RYK,P34925,2,0.14,15.47,25.25,-0.91,0.31,22.00,-0.81,0.53,-0.88,-1.98,3.13,0.00,1.00,FALSE,FALSE,0.15,0.14,0.15,,,seq.5583.62,-0.02,
RYR1_43040,OID43040,RYR1,P21817,3,0.00,96.03,55.61,-0.49,0.99,22.00,-0.55,1.27,-0.36,-8.12,4.24,0.02,0.99,FALSE,FALSE,0.06,0.06,0.06,,,,,
S100A11_44904,OID44904,S100A11,P31949,5,0.07,0.84,8.33,-0.45,0.12,22.00,-0.33,0.31,-0.35,-1.62,2.99,0.00,1.00,TRUE,TRUE,0.46,0.46,0.48,prot.2482,0.35,seq.14011.17,0.19,
S100A12_44199,OID44199,S100A12,P80511,4,0.00,34.73,30.69,-0.47,0.50,22.00,-0.11,0.87,-0.15,-2.66,5.96,0.01,0.96,TRUE,FALSE,0.50,0.50,0.50,prot.3136,0.57,seq.5852.6,0.69,
S100A13_44200,OID44200,S100A13,Q99584,4,0.00,0.00,7.81,1.23,0.11,22.00,1.34,0.36,1.32,0.07,5.74,0.00,0.99,TRUE,FALSE,0.31,0.30,0.31,prot.6796,0.13,seq.7223.60,0.01,
S100A14_43041,OID43041,S100A14,Q9HCY8,3,0.00,57.06,15.61,1.08,0.23,22.00,-0.02,0.80,-0.07,-3.03,4.21,0.00,1.00,FALSE,FALSE,0.30,0.29,0.30,prot.5583,0.12,seq.17828.3,0.34,
S100A16_44201,OID44201,S100A16,Q96FQ6,4,0.00,10.02,22.00,0.50,0.26,22.00,-0.12,0.68,-0.19,-1.71,4.36,0.01,0.99,FALSE,FALSE,0.23,0.22,0.23,prot.4922,0.06,seq.17836.17,0.09,
S100A3_43042,OID43042,S100A3,P33764,3,0.00,77.38,53.38,-0.18,0.79,22.00,0.10,1.18,0.13,-7.44,6.89,0.01,1.00,FALSE,FALSE,0.07,0.07,0.08,prot.7905,,seq.15297.3,-0.02,
S100A4_44905,OID44905,S100A4,P26447,5,0.07,0.00,14.74,1.25,0.19,22.00,1.64,0.51,1.62,-0.82,4.60,0.00,0.59,TRUE,TRUE,0.54,0.54,0.55,prot.2367,0.54,seq.9750.7,0.29,
S100A5_41761,OID41761,S100A5,P33763,2,0.14,65.23,31.57,-2.05,0.50,22.00,-1.18,1.29,-1.39,-5.82,6.85,0.00,1.00,FALSE,FALSE,0.03,0.02,0.04,,,seq.15303.63,-0.05,
S100G_44202,OID44202,S100G,P29377,4,0.00,52.05,32.99,-0.62,0.49,22.00,-0.19,0.82,-0.23,-2.70,5.50,0.01,0.98,FALSE,FALSE,0.19,0.18,0.20,,,,,
S100P_44203,OID44203,S100P,P25815,4,0.00,28.60,17.40,-0.92,0.25,22.00,-0.96,0.48,-1.01,-2.21,2.72,0.01,0.97,TRUE,FALSE,0.39,0.38,0.39,prot.2358,0.44,seq.9926.4,0.02,
S100Z_41762,OID41762,S100Z,Q8WXG8,2,0.14,87.11,29.77,-0.32,0.47,22.00,-0.18,0.93,-0.26,-4.60,6.45,0.00,1.00,FALSE,FALSE,0.04,0.03,0.04,,,seq.18928.10,-0.03,
SAA4_45409,OID45409,SAA4,P35542,7,0.07,0.00,9.23,-0.79,0.14,22.00,-0.62,0.44,-0.61,-2.31,2.22,0.00,0.97,TRUE,TRUE,0.63,0.63,0.64,,,seq.15516.12,0.77,
SAFB2_44204,OID44204,SAFB2,Q14151,4,0.00,46.76,17.86,-0.16,0.26,22.00,-0.11,0.38,-0.15,-1.40,2.97,0.01,0.91,FALSE,FALSE,0.16,0.16,0.17,,,,,
SAGE1_40583,OID40583,SAGE1,Q9NXZ1,1,0.00,81.91,53.69,-0.47,0.97,22.00,0.04,1.04,0.04,-8.11,6.18,0.02,0.91,FALSE,FALSE,0.02,0.02,0.02,,,,,
SAG_43043,OID43043,SAG,P10523,3,0.00,93.04,43.55,-0.19,0.68,22.00,0.05,0.82,0.05,-7.21,6.94,0.01,0.99,FALSE,FALSE,0.04,0.04,0.05,,,seq.25461.3,0.05,
SALL4_41763,OID41763,SALL4,Q9UJQ4,2,0.14,75.54,47.73,-0.18,0.62,22.00,0.12,0.79,0.09,-3.13,4.46,0.00,0.64,FALSE,FALSE,0.03,0.02,0.03,,,seq.33010.29,0.00,
SAMD12_41764,OID41764,SAMD12,Q8N8I0,2,0.14,60.00,19.44,-0.22,0.29,22.00,-0.12,0.87,-0.29,-2.22,5.84,0.00,1.00,FALSE,FALSE,0.05,0.05,0.06,,,seq.22771.6,0.02,
SAMD13_41765,OID41765,SAMD13,Q5VXD3,2,0.14,83.00,82.97,-1.28,2.18,22.00,0.11,1.72,0.21,-6.70,7.83,0.00,0.86,FALSE,FALSE,0.02,0.02,0.02,,,,,
SAMD14_43044,OID43044,SAMD14,Q8IZD0,3,0.00,24.29,28.46,2.91,0.42,22.00,3.04,1.02,3.05,-1.35,7.40,0.01,0.95,FALSE,FALSE,0.55,0.54,0.56,prot.4374,0.73,,,
SAMD15_40584,OID40584,SAMD15,Q9P1V8,1,0.00,90.26,111.06,-0.65,2.36,22.00,-0.35,1.96,0.03,-7.22,7.08,0.06,0.39,FALSE,FALSE,0.02,0.02,0.02,,,seq.33257.194,0.02,
SAMD8_41766,OID41766,SAMD8,Q96LT4,2,0.14,48.50,23.52,-3.55,0.32,22.00,-2.44,1.42,-2.84,-4.94,5.92,0.00,0.93,FALSE,FALSE,0.15,0.14,0.15,,,,,
SAMD9L_44205,OID44205,SAMD9L,Q8IVG5,4,0.00,0.00,10.80,0.77,0.16,22.00,1.15,0.60,1.16,-1.33,4.72,0.01,0.97,TRUE,TRUE,0.40,0.40,0.41,prot.4319,0.44,,,
SANBR_41767,OID41767,SANBR,Q6NSI8,2,0.14,77.70,49.34,-4.10,0.68,22.00,-3.96,1.24,-4.03,-11.55,3.65,0.00,1.00,FALSE,FALSE,0.02,0.02,0.03,,,,,
SAP18_43045,OID43045,SAP18,O00422,3,0.00,88.52,50.29,-0.24,0.74,22.00,0.14,1.27,0.16,-6.89,6.48,0.02,1.00,FALSE,FALSE,0.04,0.04,0.04,prot.7390,-0.06,seq.12830.4,0.03,
SARG_44906,OID44906,SARG,Q9BW04,5,0.07,10.31,16.73,2.37,0.23,22.00,2.40,0.71,2.38,-0.40,5.81,0.00,0.74,FALSE,FALSE,0.64,0.63,0.64,prot.5273,0.73,seq.24950.21,0.66,
SART1_43046,OID43046,SART1,O43290,3,0.00,36.95,33.09,-1.10,0.47,22.00,-0.79,0.68,-0.78,-3.45,2.65,0.01,0.98,FALSE,FALSE,0.18,0.18,0.18,prot.7845,0.18,,,
SASH3_44206,OID44206,SASH3,O75995,4,0.00,0.00,11.83,1.23,0.17,22.00,1.43,0.52,1.40,-0.20,5.49,0.01,1.00,FALSE,FALSE,0.51,0.50,0.52,prot.1468,0.64,,,
SASS6_43047,OID43047,SASS6,Q6UVJ0,3,0.00,57.62,38.48,-0.78,0.59,22.00,-0.46,0.66,-0.48,-2.37,4.50,0.01,0.99,FALSE,FALSE,0.07,0.07,0.07,,,,,
SAT1_43048,OID43048,SAT1,P21673,3,0.00,75.57,34.27,-0.48,0.58,22.00,-0.54,0.91,-0.62,-3.00,6.81,0.02,0.77,FALSE,FALSE,0.06,0.06,0.06,,,seq.9859.180,-0.01,
SAT2_43049,OID43049,SAT2,Q96F10,3,0.00,14.54,24.77,0.52,0.38,22.00,0.70,0.93,0.65,-2.62,8.49,0.01,0.99,TRUE,TRUE,0.35,0.34,0.35,,,seq.12524.18,0.35,
SATB1_44207,OID44207,SATB1,Q01826,4,0.00,34.45,17.03,-0.33,0.25,22.00,-0.12,0.54,-0.19,-1.34,4.20,0.02,0.99,FALSE,FALSE,0.13,0.13,0.14,,,seq.13511.29,0.06,
SAV1_43050,OID43050,SAV1,Q9H4B6,3,0.00,35.91,34.02,-1.17,0.49,22.00,-0.85,0.88,-0.89,-4.39,5.77,0.01,0.95,FALSE,FALSE,0.24,0.24,0.24,prot.5479,0.37,,,
SBDS_41768,OID41768,SBDS,Q9Y3A5,2,0.14,66.20,46.24,0.47,0.80,22.00,0.71,1.28,0.66,-7.95,6.01,0.00,0.99,FALSE,FALSE,0.21,0.20,0.21,prot.6175,0.34,seq.3866.7,0.27,
SBF2_41769,OID41769,SBF2,Q86WG5,2,0.14,82.37,60.79,-0.28,0.97,22.00,0.01,1.21,0.02,-7.96,5.27,0.00,1.00,FALSE,FALSE,0.02,0.02,0.02,,,,,
SBSN_45249,OID45249,SBSN,Q6UWP8,6,1.11,21.67,20.51,-0.20,0.27,21.00,0.06,0.48,0.07,-2.93,1.98,0.00,1.00,TRUE,FALSE,0.40,0.39,0.40,prot.4055,0.35,seq.5724.58,-0.01,
SBSPON_43051,OID43051,SBSPON,Q8IVN8,3,0.00,0.00,12.73,0.90,0.18,22.00,1.15,0.70,1.02,-0.90,6.26,0.04,1.00,FALSE,FALSE,0.35,0.34,0.36,,,,,
SCAF11_40585,OID40585,SCAF11,Q99590,1,0.00,80.45,65.13,-0.54,1.31,22.00,0.04,1.40,0.20,-7.70,4.55,0.02,0.98,FALSE,FALSE,0.02,0.01,0.02,prot.6797,0.00,,,
SCAMP2_44208,OID44208,SCAMP2,O15127,4,0.00,18.51,31.62,2.53,0.44,22.00,2.97,0.75,2.97,-0.34,6.45,0.00,1.00,FALSE,FALSE,0.52,0.51,0.52,prot.1158,0.52,seq.29658.9,-0.03,
SCAMP3_44209,OID44209,SCAMP3,O14828,4,0.00,0.28,21.01,2.08,0.33,22.00,2.66,0.69,2.66,-0.09,6.03,0.00,1.00,FALSE,FALSE,0.55,0.54,0.55,prot.1122,0.59,seq.22017.1,0.20,4
SCARA5_44907,OID44907,SCARA5,Q6ZMJ2,5,0.07,0.00,7.43,0.45,0.11,22.00,0.42,0.36,0.41,-0.73,2.91,0.00,0.99,TRUE,FALSE,0.53,0.53,0.54,prot.7897,0.40,seq.10419.1,0.55,
SCARB1_43052,OID43052,SCARB1,Q8WTV0,3,0.00,61.73,37.01,1.38,0.52,22.00,0.57,1.37,0.39,-7.62,8.25,0.01,1.00,FALSE,FALSE,0.09,0.09,0.10,,,seq.20534.6,0.02,
SCARB2_44210,OID44210,SCARB2,Q14108,4,0.00,15.10,11.11,-0.13,0.16,22.00,0.26,0.37,0.22,-1.19,3.13,0.01,1.00,TRUE,FALSE,0.20,0.20,0.21,prot.206,0.00,seq.5100.53,-0.12,
SCARF1_45250,OID45250,SCARF1,Q14162,6,1.11,27.45,11.21,0.75,0.16,21.00,0.70,0.43,0.70,-2.46,3.21,0.00,1.00,TRUE,TRUE,0.52,0.52,0.53,prot.3492,0.35,seq.5129.12,0.58,
SCARF2_44908,OID44908,SCARF2,Q96GP6,5,0.07,2.30,10.19,0.54,0.15,22.00,0.36,0.41,0.35,-1.83,2.40,0.00,1.00,FALSE,FALSE,0.57,0.56,0.57,,,seq.8956.96,0.69,
SCEL_40586,OID40586,SCEL,O95171,1,0.00,81.42,27.90,0.03,0.38,22.00,0.06,0.42,0.02,-0.93,5.08,0.01,0.98,FALSE,FALSE,0.02,0.02,0.03,prot.1519,-0.02,seq.28237.80,-0.02,
SCG2_44211,OID44211,SCG2,P13521,4,0.00,0.00,12.85,0.59,0.18,22.00,0.72,0.41,0.69,-0.65,3.15,0.00,0.96,FALSE,FALSE,0.53,0.52,0.54,prot.2068,0.72,seq.26072.23,0.66,
SCG3_44909,OID44909,SCG3,Q8WXD2,5,0.07,8.64,12.03,0.00,0.17,22.00,0.62,0.48,0.64,-2.65,2.41,0.00,0.99,TRUE,FALSE,0.60,0.59,0.61,prot.4688,0.42,seq.7957.2,0.74,
SCGB1A1_44910,OID44910,SCGB1A1,P11684,5,0.07,53.41,13.37,0.41,0.19,22.00,0.69,0.76,0.72,-2.23,3.42,0.00,1.00,TRUE,FALSE,0.48,0.47,0.49,,,,,
SCGB2A2_43053,OID43053,SCGB2A2,Q13296,3,0.00,92.00,101.72,0.29,1.11,22.00,0.16,1.95,0.43,-8.09,5.86,0.05,0.27,FALSE,FALSE,0.06,0.06,0.07,,,,,
SCGB3A1_44911,OID44911,SCGB3A1,Q96QR1,5,0.07,4.87,10.75,0.29,0.15,22.00,-0.26,0.43,-0.27,-1.64,1.59,0.00,1.00,FALSE,FALSE,0.65,0.64,0.66,prot.5057,0.68,seq.6252.62,0.81,
SCGB3A2_44912,OID44912,SCGB3A2,Q96PL1,5,0.07,10.86,10.42,-0.78,0.16,22.00,-1.67,0.99,-1.73,-4.62,5.58,0.00,0.99,FALSE,FALSE,0.56,0.54,0.56,prot.5045,0.46,,,
SCGN_43054,OID43054,SCGN,O76038,3,0.00,18.23,14.20,0.53,0.21,22.00,0.59,0.54,0.55,-0.92,2.97,0.00,1.00,FALSE,FALSE,0.43,0.42,0.44,prot.8069,,seq.15305.7,0.58,
SCIN_43055,OID43055,SCIN,Q9Y6U3,3,0.00,86.36,22.23,0.09,0.31,22.00,0.07,0.60,0.02,-1.93,5.45,0.01,0.99,FALSE,FALSE,0.05,0.04,0.05,prot.6311,-0.21,seq.12684.5,-0.02,
SCLT1_44212,OID44212,SCLT1,Q96NL6,4,0.00,19.90,14.53,-0.03,0.21,22.00,0.40,0.80,0.31,-1.74,7.08,0.02,0.86,FALSE,FALSE,0.20,0.20,0.21,,,,,
SCLY_44213,OID44213,SCLY,Q96I15,4,0.00,58.94,15.23,1.14,0.22,22.00,0.86,0.73,0.86,-2.31,3.57,0.00,1.00,FALSE,FALSE,0.50,0.49,0.51,prot.6340,0.08,seq.21537.33,0.72,
SCN2A_44214,OID44214,SCN2A,Q99250,4,0.00,69.80,19.09,1.11,0.31,22.00,-0.10,0.63,-0.22,-1.50,4.98,0.04,1.00,FALSE,FALSE,0.07,0.07,0.08,,,seq.32141.1,-0.01,
SCN2B_43056,OID43056,SCN2B,O60939,3,0.00,71.47,60.23,-0.22,1.61,22.00,0.48,1.13,0.52,-7.36,5.96,0.01,0.99,FALSE,FALSE,0.01,0.00,0.01,,,seq.8353.15,-0.08,
SCN3A_43057,OID43057,SCN3A,Q9NY46,3,0.00,82.95,48.99,-0.37,0.79,22.00,-0.07,1.05,0.01,-7.97,4.21,0.01,0.99,FALSE,FALSE,0.05,0.05,0.05,,,,,
SCN3B_43058,OID43058,SCN3B,Q9NY72,3,0.00,94.29,27.59,-0.25,0.41,22.00,-0.17,0.73,-0.21,-2.70,8.06,0.02,0.99,FALSE,FALSE,0.04,0.04,0.04,,,seq.20516.11,0.01,
SCN4A_40587,OID40587,SCN4A,P35499,1,0.00,80.24,87.84,-2.43,2.24,22.00,-1.59,2.23,-1.12,-8.22,4.67,0.08,0.00,FALSE,FALSE,0.04,0.03,0.04,,,,,
SCN4B_44215,OID44215,SCN4B,Q8IWT1,4,0.00,16.84,11.08,0.71,0.15,22.00,0.45,0.47,0.44,-1.62,2.80,0.00,0.99,TRUE,FALSE,0.21,0.20,0.21,,,seq.7911.29,-0.03,
SCP2_43059,OID43059,SCP2,P22307,3,0.00,66.25,26.02,-0.49,0.36,22.00,-0.77,0.85,-0.85,-3.37,5.32,0.02,0.99,FALSE,FALSE,0.07,0.07,0.08,prot.2278,0.04,seq.24293.39,0.04,
SCPEP1_44216,OID44216,SCPEP1,Q9HB40,4,0.00,22.62,20.39,0.78,0.29,22.00,1.28,0.52,1.25,-0.59,3.90,0.00,0.67,TRUE,FALSE,0.46,0.46,0.47,prot.5551,0.47,seq.23203.3,0.54,
SCRG1_44913,OID44913,SCRG1,O75711,5,0.07,49.44,19.87,0.38,0.28,22.00,0.27,0.52,0.26,-1.75,3.42,0.00,1.00,FALSE,FALSE,0.23,0.22,0.23,,,seq.29491.55,0.02,
SCRIB_44217,OID44217,SCRIB,Q14160,4,0.00,13.15,16.31,0.12,0.24,22.00,0.65,0.69,0.56,-1.28,5.87,0.02,0.99,FALSE,FALSE,0.27,0.26,0.27,prot.3490,0.13,seq.32055.9,0.28,
SCRN1_44218,OID44218,SCRN1,Q12765,4,0.00,35.56,18.14,-0.71,0.26,22.00,-0.73,0.48,-0.75,-2.08,2.22,0.01,0.99,FALSE,FALSE,0.26,0.26,0.27,prot.3326,0.29,,,
SCT_43060,OID43060,SCT,P09683,3,0.00,73.07,46.43,0.51,0.66,22.00,0.06,1.08,0.13,-8.41,4.45,0.00,1.00,FALSE,FALSE,0.12,0.11,0.13,,,seq.3728.52,0.03,
SCUBE3_41770,OID41770,SCUBE3,Q8IX30,2,0.14,94.15,109.88,-1.04,2.19,22.00,-0.09,2.40,0.33,-6.53,8.08,0.00,0.00,FALSE,FALSE,0.03,0.02,0.03,prot.4341,-0.03,seq.16773.29,0.02,
SDC1_44914,OID44914,SDC1,P18827,5,0.07,0.00,9.08,-0.05,0.13,22.00,0.06,0.46,0.02,-1.51,4.88,0.00,0.98,FALSE,FALSE,0.51,0.50,0.52,prot.2192,0.49,,,
SDC3_40588,OID40588,SDC3,O75056,1,0.00,49.90,34.50,-0.01,0.45,22.00,0.32,0.55,0.35,-1.79,2.76,0.00,1.00,FALSE,FALSE,0.07,0.06,0.07,,,seq.16612.28,-0.06,
SDC4_44915,OID44915,SDC4,P31431,5,0.07,14.62,20.30,2.35,0.27,22.00,1.51,0.65,1.51,-1.28,4.66,0.00,0.99,TRUE,FALSE,0.65,0.64,0.65,prot.2469,0.81,,,
SDCCAG8_44219,OID44219,SDCCAG8,Q86SQ7,4,0.00,5.85,25.84,2.14,0.34,22.00,2.72,0.84,2.77,-1.70,6.54,0.01,0.99,TRUE,FALSE,0.27,0.26,0.27,prot.4215,-0.23,seq.32101.110,-0.08,
SDF2_44916,OID44916,SDF2,Q99470,5,0.07,96.94,20.27,0.34,0.34,22.00,-0.05,0.39,-0.03,-3.29,1.86,0.00,0.98,FALSE,FALSE,0.09,0.09,0.10,prot.5107,-0.02,seq.15333.11,-0.04,
SDHAF3_41772,OID41772,SDHAF3,Q9NRP4,2,0.14,70.38,101.36,-1.99,2.39,22.00,-1.98,2.64,-1.22,-6.61,9.81,0.00,0.00,FALSE,FALSE,0.01,0.01,0.01,,,seq.33978.77,-0.01,
SDHAF4_41773,OID41773,SDHAF4,Q5VUM1,2,0.14,68.85,22.57,0.29,0.33,22.00,0.57,0.48,0.54,-0.91,3.04,0.00,0.76,FALSE,FALSE,0.10,0.09,0.10,prot.3909,,seq.23627.3,0.02,
SDHA_41771,OID41771,SDHA,P31040,2,0.14,86.97,59.28,-0.81,1.62,22.00,-0.23,1.18,-0.15,-7.45,5.04,0.00,0.93,FALSE,FALSE,0.03,0.03,0.03,prot.2461,0.02,,,
SDHB_44220,OID44220,SDHB,P21912,4,0.00,28.04,24.05,-0.63,0.31,22.00,-0.69,0.92,-0.85,-2.88,4.23,0.02,1.00,FALSE,FALSE,0.28,0.28,0.28,prot.2264,0.29,seq.22773.69,0.19,
SDK2_44917,OID44917,SDK2,Q58EX2,5,0.07,51.04,26.57,-0.03,0.33,22.00,0.24,0.49,0.25,-1.48,2.75,0.00,0.99,TRUE,FALSE,0.47,0.47,0.48,prot.3796,-0.04,seq.31516.82,0.65,
SDR16C5_41774,OID41774,SDR16C5,Q8N3Y7,2,0.14,93.52,377.13,-2.23,2.85,22.00,-1.05,2.90,-0.33,-6.40,9.62,0.00,0.00,FALSE,FALSE,0.01,0.00,0.01,prot.4413,-0.11,seq.32683.66,0.01,
SDSL_41775,OID41775,SDSL,Q96GA7,2,0.14,88.22,59.27,-0.68,0.95,22.00,-0.13,1.61,-0.03,-7.42,8.34,0.00,0.99,FALSE,FALSE,0.02,0.02,0.03,prot.6771,-0.04,seq.17777.31,0.01,
SEC13_41776,OID41776,SEC13,P55735,2,0.14,17.42,17.27,1.52,0.24,22.00,1.76,0.76,1.71,-1.34,8.66,0.00,0.96,FALSE,FALSE,0.44,0.43,0.45,prot.2935,0.39,seq.14689.3,-0.09,
SEC14L2_41777,OID41777,SEC14L2,O76054,2,0.14,65.64,36.35,-1.02,0.57,22.00,-0.39,0.99,-0.45,-8.62,4.97,0.00,1.00,FALSE,FALSE,0.04,0.04,0.05,prot.1471,-0.04,seq.30349.19,0.03,
SEC31A_44221,OID44221,SEC31A,O94979,4,0.00,54.70,36.92,1.70,0.52,22.00,2.10,0.62,2.09,-0.66,4.65,0.00,0.99,FALSE,FALSE,0.42,0.41,0.42,,,,,
SECISBP2L_40589,OID40589,SECISBP2L,Q93073,1,0.00,84.97,127.61,-1.74,2.73,22.00,-0.83,2.62,-0.19,-6.69,5.85,0.00,0.00,FALSE,FALSE,0.00,0.00,0.00,prot.7146,-0.01,,,
SEL1L_44222,OID44222,SEL1L,Q9UBV2,4,0.00,5.57,9.82,-0.12,0.14,22.00,0.29,0.37,0.26,-0.69,3.09,0.01,0.99,FALSE,FALSE,0.22,0.21,0.23,prot.5907,0.13,seq.34646.120,-0.01,
SELENOH_43061,OID43061,SELENOH,Q8IZQ5,3,0.00,69.03,79.70,-3.40,1.83,22.00,-2.61,1.76,-2.33,-9.22,7.08,0.05,0.08,FALSE,FALSE,0.04,0.03,0.04,,,seq.17319.1,0.02,
SELENOO_43062,OID43062,SELENOO,Q9BVL4,3,0.00,77.11,11.62,-0.08,0.18,22.00,0.15,0.45,0.07,-0.82,4.35,0.03,1.00,FALSE,FALSE,0.12,0.11,0.13,,,,,
SELENOP_45488,OID45488,SELENOP,P49908,8,0.84,5.19,11.13,0.51,0.16,22.00,0.23,0.35,0.24,-1.22,5.16,0.00,0.99,FALSE,FALSE,0.50,0.49,0.50,,,seq.33030.6,0.48,
SELE_45251,OID45251,SELE,P16581,6,1.11,1.97,6.60,-0.74,0.10,21.00,0.04,0.62,0.05,-1.92,2.21,0.00,0.98,FALSE,FALSE,0.71,0.70,0.71,,,seq.3470.1,0.89,
SELL_45252,OID45252,SELL,P14151,6,1.11,1.97,10.95,0.12,0.15,21.00,0.17,0.25,0.17,-0.89,1.09,0.00,0.38,TRUE,TRUE,0.53,0.52,0.53,prot.2087,0.31,seq.4831.4,0.61,
SELP_45410,OID45410,SELP,P16109,7,0.07,3.13,12.53,-0.35,0.17,22.00,0.49,0.45,0.50,-1.05,2.35,0.00,1.00,FALSE,FALSE,0.60,0.59,0.60,,,seq.4154.57,0.72,
SEMA3A_40590,OID40590,SEMA3A,Q14563,1,0.00,83.23,217.56,-0.84,2.76,22.00,-0.47,3.34,-0.09,-5.80,7.25,0.00,0.00,FALSE,FALSE,0.01,0.01,0.01,,,seq.3222.11,0.00,
SEMA3F_44918,OID44918,SEMA3F,Q13275,5,0.07,0.00,10.43,0.71,0.15,22.00,0.77,0.32,0.76,-1.05,2.03,0.00,0.92,FALSE,FALSE,0.57,0.56,0.57,prot.3400,0.20,seq.35746.46,0.57,
SEMA3G_44919,OID44919,SEMA3G,Q9NS98,5,0.07,22.70,10.83,0.35,0.16,22.00,0.34,0.45,0.31,-1.90,4.45,0.00,0.98,FALSE,FALSE,0.32,0.32,0.33,prot.5692,0.05,seq.5628.21,-0.07,
SEMA4C_44224,OID44224,SEMA4C,Q9C0C4,4,0.00,20.95,21.65,0.17,0.31,22.00,0.05,0.40,0.04,-1.62,2.63,0.00,1.00,FALSE,FALSE,0.20,0.20,0.20,,,seq.7923.41,0.10,
SEMA4D_44920,OID44920,SEMA4D,Q92854,5,0.07,0.00,8.94,0.35,0.12,22.00,0.54,0.26,0.53,-0.56,3.33,0.00,0.99,FALSE,FALSE,0.41,0.40,0.42,prot.4759,0.26,seq.5737.61,0.23,
SEMA5A_40591,OID40591,SEMA5A,Q13591,1,0.00,37.16,47.94,0.47,0.49,22.00,0.19,1.02,0.07,-7.57,8.15,0.03,1.00,FALSE,FALSE,0.09,0.09,0.10,,,seq.13132.14,0.11,
SEMA6B_41778,OID41778,SEMA6B,Q9H3T3,2,0.14,70.66,51.45,-0.40,0.69,22.00,0.20,1.14,0.16,-7.34,6.69,0.00,1.00,FALSE,FALSE,0.05,0.05,0.05,,,seq.5121.3,0.08,
SEMA6C_44225,OID44225,SEMA6C,Q9H3T2,4,0.00,65.83,28.16,-1.93,0.41,22.00,-1.91,0.56,-1.92,-3.76,3.90,0.01,1.00,FALSE,FALSE,0.08,0.08,0.08,,,seq.7202.107,0.05,
SEMA6D_40592,OID40592,SEMA6D,Q8NFY4,1,0.00,75.85,31.60,-0.24,0.49,22.00,-0.25,0.58,-0.28,-2.38,3.58,0.01,0.99,FALSE,FALSE,0.07,0.07,0.07,,,seq.20530.2,0.08,
SEMA7A_45253,OID45253,SEMA7A,O75326,6,1.11,8.94,7.09,-0.17,0.10,21.00,0.22,0.36,0.21,-1.22,3.48,0.00,0.97,FALSE,FALSE,0.57,0.56,0.57,prot.1390,0.07,seq.7019.13,0.61,
SENP2_41779,OID41779,SENP2,Q9HC62,2,0.14,69.62,37.80,-0.30,0.53,22.00,0.12,0.77,0.09,-8.02,3.97,0.00,0.99,FALSE,FALSE,0.04,0.04,0.05,,,seq.21758.65,0.03,
SENP8_41780,OID41780,SENP8,Q96LD8,2,0.14,76.79,70.37,-1.03,1.16,22.00,-0.46,1.55,-0.40,-7.66,6.52,0.00,1.00,FALSE,FALSE,0.04,0.03,0.04,,,seq.20966.7,0.04,
SEPTIN10_41781,OID41781,SEPTIN10,Q9P0V9,2,0.14,77.77,44.85,0.38,0.60,22.00,0.54,0.78,0.48,-1.90,5.57,0.00,0.99,FALSE,FALSE,0.08,0.07,0.08,,,seq.12690.33,-0.01,
SEPTIN14_41782,OID41782,SEPTIN14,Q6ZU15,2,0.14,91.43,82.22,-0.90,2.21,22.00,-0.49,2.09,0.03,-6.64,4.57,0.00,0.00,FALSE,FALSE,0.03,0.03,0.03,,,seq.26797.7,0.04,
